headword,pos,CEFR,vocab_id,label
difficulty,noun,A2,VOC_difficulty_A2,difficulty
dig,noun,A1,VOC_dig_A1,dig
dig,verb,B1,VOC_dig_B1,dig
digest,noun,B2,VOC_digest_B2,digest
digital,adjective,B1,VOC_digital_B1,digital
digital camera,noun,A2,VOC_digitalcamera_A2,digital camera
dignify,verb,B2,VOC_dignify_B2,dignify
dignity,noun,B2,VOC_dignity_B2,dignity
dilemma,noun,B2,VOC_dilemma_B2,dilemma
diligence,noun,B1,VOC_diligence_B1,diligence
diligent,adjective,B1,VOC_diligent_B1,diligent
dim,adjective,B2,VOC_dim_B2,dim
dime,noun,B2,VOC_dime_B2,dime
dimension,noun,B2,VOC_dimension_B2,dimension
dining room,noun,A1,VOC_diningroom_A1,dining room
dinner,noun,A1,VOC_dinner_A1,dinner
dinosaur,noun,A2,VOC_dinosaur_A2,dinosaur
dioxide,noun,B1,VOC_dioxide_B1,dioxide
dip,verb,B2,VOC_dip_B2,dip
diphtheria,noun,B2,VOC_diphtheria_B2,diphtheria
diploma,noun,B2,VOC_diploma_B2,diploma
diplomat,noun,B2,VOC_diplomat_B2,diplomat
direct,adjective,A2,VOC_direct_A2,direct
direct,verb,B1,VOC_direct_B1,direct
direction,noun,A2,VOC_direction_A2,direction
directly,adverb,B1,VOC_directly_B1,directly
director,noun,A2,VOC_director_A2,director
dirt,noun,B1,VOC_dirt_B1,dirt
dirty,adjective,A1,VOC_dirty_A1,dirty
disability,noun,B1,VOC_disability_B1,disability
disable,verb,B1,VOC_disable_B1,disable
disabled,adjective,B1,VOC_disabled_B1,disabled
disadvantage,noun,A2,VOC_disadvantage_A2,disadvantage
disagree,verb,A2,VOC_disagree_A2,disagree
disagreement,noun,B1,VOC_disagreement_B1,disagreement
disappear,verb,A2,VOC_disappear_A2,disappear
disappearance,noun,B2,VOC_disappearance_B2,disappearance
disappoint,verb,B1,VOC_disappoint_B1,disappoint
disappointed,adjective,A2,VOC_disappointed_A2,disappointed
disappointing,adjective,A2,VOC_disappointing_A2,disappointing
disappointment,noun,B1,VOC_disappointment_B1,disappointment
disapproval,noun,B2,VOC_disapproval_B2,disapproval
disapprove,verb,B2,VOC_disapprove_B2,disapprove
disaster,noun,B1,VOC_disaster_B1,disaster
disastrous,adjective,B1,VOC_disastrous_B1,disastrous
disc jockey,noun,B1,VOC_discjockeydiskjockey_B1,disc jockey/disk jockey
discharge,noun,B2,VOC_discharge_B2,discharge
disciple,noun,B2,VOC_disciple_B2,disciple
discipline,noun,B2,VOC_discipline_B2,discipline
disco,noun,A2,VOC_disco_A2,disco
discomfort,noun,B1,VOC_discomfort_B1,discomfort
disconnect,verb,B2,VOC_disconnect_B2,disconnect
discount,noun,B1,VOC_discount_B1,discount
discourage,verb,B1,VOC_discourage_B1,discourage
discover,verb,A2,VOC_discover_A2,discover
discovery,noun,B1,VOC_discovery_B1,discovery
discredit,verb,B2,VOC_discredit_B2,discredit
discriminate,verb,B2,VOC_discriminate_B2,discriminate
discrimination,noun,B1,VOC_discrimination_B1,discrimination
discuss,verb,A1,VOC_discuss_A1,discuss
discussion,noun,A2,VOC_discussion_A2,discussion
disease,noun,B1,VOC_disease_B1,disease
disgrace,noun,B2,VOC_disgrace_B2,disgrace
disguise,noun,B2,VOC_disguise_B2,disguise
disguise,verb,B2,VOC_disguise_B2,disguise
disgusting,adjective,B1,VOC_disgusting_B1,disgusting
dish,noun,A1,VOC_dish_A1,dish
dishonest,adjective,A2,VOC_dishonest_A2,dishonest
dishonesty,noun,B2,VOC_dishonesty_B2,dishonesty
dishwasher,noun,B1,VOC_dishwasher_B1,dishwasher
disillusion,verb,B2,VOC_disillusion_B2,disillusion
disk,noun,B1,VOC_diskdisc_B1,disk/disc
dislike,noun,A2,VOC_dislike_A2,dislike
dislike,verb,B1,VOC_dislike_B1,dislike
dismiss,verb,B2,VOC_dismiss_B2,dismiss
disorder,noun,B2,VOC_disorder_B2,disorder
disorderly,adjective,B2,VOC_disorderly_B2,disorderly
disorganized,adjective,B2,VOC_disorganizeddisorgan_B2,disorganized/disorganised
dispensable,adjective,B2,VOC_dispensable_B2,dispensable
displace,verb,B2,VOC_displace_B2,displace
display,noun,A2,VOC_display_A2,display
display,verb,B1,VOC_display_B1,display
displeasure,noun,B2,VOC_displeasure_B2,displeasure
disposal,noun,B2,VOC_disposal_B2,disposal
disposition,noun,B2,VOC_disposition_B2,disposition
dispute,noun,B2,VOC_dispute_B2,dispute
disqualify,verb,B2,VOC_disqualify_B2,disqualify
disregard,noun,B2,VOC_disregard_B2,disregard
disrupt,verb,B2,VOC_disrupt_B2,disrupt
dissatisfaction,noun,B2,VOC_dissatisfaction_B2,dissatisfaction
dissatisfied,adjective,B2,VOC_dissatisfied_B2,dissatisfied
dissident,noun,B2,VOC_dissident_B2,dissident
dissolve,verb,B1,VOC_dissolve_B1,dissolve
distance,noun,B1,VOC_distance_B1,distance
distant,adjective,B1,VOC_distant_B1,distant
distinction,noun,B1,VOC_distinction_B1,distinction
distinctly,adverb,B1,VOC_distinctly_B1,distinctly
distinguish,verb,B1,VOC_distinguish_B1,distinguish
distinguished,adjective,B2,VOC_distinguished_B2,distinguished
distortion,noun,B2,VOC_distortion_B2,distortion
distract,verb,B2,VOC_distract_B2,distract
distraction,noun,B2,VOC_distraction_B2,distraction
distressing,adjective,B2,VOC_distressing_B2,distressing
distribute,verb,B1,VOC_distribute_B1,distribute
distribution,noun,B1,VOC_distribution_B1,distribution
distributor,noun,B2,VOC_distributor_B2,distributor
district,noun,B1,VOC_district_B1,district
disturb,verb,A2,VOC_disturb_A2,disturb
disturbance,noun,B1,VOC_disturbance_B1,disturbance
dive,noun,B1,VOC_dive_B1,dive
dive,verb,B1,VOC_dive_B1,dive
diver,noun,B1,VOC_diver_B1,diver
diverse,adjective,B1,VOC_diverse_B1,diverse
diversion,noun,B2,VOC_diversion_B2,diversion
divert,verb,B2,VOC_divert_B2,divert
divide,noun,B1,VOC_divide_B1,divide
divide,verb,A2,VOC_divide_A2,divide
divided,adjective,B2,VOC_divided_B2,divided
divine,adjective,B1,VOC_divine_B1,divine
diving,noun,B1,VOC_diving_B1,diving
division,noun,B2,VOC_division_B2,division
divorce,noun,B2,VOC_divorce_B2,divorce
divorce,verb,B2,VOC_divorce_B2,divorce
divorced,adjective,B1,VOC_divorced_B1,divorced
dizzy,adjective,A2,VOC_dizzy_A2,dizzy
dj,noun,B1,VOC_DJ_B1,DJ
dna,noun,B2,VOC_DNA_B2,DNA
do,do-verb,A1,VOC_do_A1,do
doc,noun,B1,VOC_doc_B1,doc
dock,noun,B2,VOC_dock_B2,dock
doctor,noun,A1,VOC_doctorDrDr_A1,doctor/Dr./Dr
document,noun,B1,VOC_document_B1,document
documentary,noun,B1,VOC_documentary_B1,documentary
does,do-verb,A1,VOC_does_A1,does
dog,noun,A1,VOC_dog_A1,dog
doing,do-verb,A1,VOC_doing_A1,doing
doll,noun,A1,VOC_doll_A1,doll
dollar,noun,A1,VOC_dollar_A1,dollar
dolphin,noun,B1,VOC_dolphin_B1,dolphin
domestic,adjective,B2,VOC_domestic_B2,domestic
dominate,verb,B2,VOC_dominate_B2,dominate
donate,verb,B2,VOC_donate_B2,donate
donation,noun,B2,VOC_donation_B2,donation
done,do-verb,A2,VOC_done_A2,done
donkey,noun,B2,VOC_donkey_B2,donkey
doom,noun,B2,VOC_doom_B2,doom
door,noun,A1,VOC_door_A1,door
doorkeeper,noun,B2,VOC_doorkeeper_B2,doorkeeper
doorway,noun,B2,VOC_doorway_B2,doorway
dorm,noun,B2,VOC_dorm_B2,dorm
dormitory,noun,B2,VOC_dormitory_B2,dormitory
dose,noun,B2,VOC_dose_B2,dose
dot,noun,B1,VOC_dot_B1,dot
double,adjective,A2,VOC_double_A2,double
double,noun,B2,VOC_double_B2,double
double,verb,B2,VOC_double_B2,double
doubly,adverb,B2,VOC_doubly_B2,doubly
doubt,noun,A2,VOC_doubt_A2,doubt
doubt,verb,B2,VOC_doubt_B2,doubt
doubtful,adjective,B2,VOC_doubtful_B2,doubtful
dove,noun,B2,VOC_dove_B2,dove
down,adjective,B2,VOC_down_B2,down
down,adverb,A1,VOC_down_A1,down
down,preposition,A2,VOC_down_A2,down
downfall,noun,B2,VOC_downfall_B2,downfall
download,noun,B2,VOC_download_B2,download
download,verb,A2,VOC_download_A2,download
downsize,verb,B2,VOC_downsize_B2,downsize
downstairs,adjective,B1,VOC_downstairs_B1,downstairs
downstairs,adverb,A2,VOC_downstairs_A2,downstairs
downtown,adverb,A2,VOC_downtown_A2,downtown
downward,adjective,B1,VOC_downward_B1,downward
dowry,noun,B2,VOC_dowry_B2,dowry
doze,noun,B1,VOC_doze_B1,doze
dozen,determiner,B1,VOC_dozen_B1,dozen
dozen,noun,B1,VOC_dozen_B1,dozen
draft,noun,B2,VOC_draftdraught_B2,draft/draught
drag,verb,B1,VOC_drag_B1,drag
drain,noun,B2,VOC_drain_B2,drain
drain,verb,B2,VOC_drain_B2,drain
drama,noun,A1,VOC_drama_A1,drama
dramatic,adjective,B1,VOC_dramatic_B1,dramatic
dramatically,adverb,B2,VOC_dramatically_B2,dramatically
drapery,noun,B2,VOC_drapery_B2,drapery
draw,noun,A2,VOC_draw_A2,draw
draw,verb,A1,VOC_draw_A1,draw
drawer,noun,A2,VOC_drawer_A2,drawer
drawing,noun,A2,VOC_drawing_A2,drawing
dread,verb,B2,VOC_dread_B2,dread
dreadful,adjective,B2,VOC_dreadful_B2,dreadful
dream,noun,A1,VOC_dream_A1,dream
dream,verb,A2,VOC_dream_A2,dream
dreamy,adjective,B2,VOC_dreamy_B2,dreamy
dress,noun,A1,VOC_dress_A1,dress
dress,verb,A2,VOC_dress_A2,dress
dressed,adjective,A2,VOC_dressed_A2,dressed
drill,noun,A2,VOC_drill_A2,drill
drink,noun,A1,VOC_drink_A1,drink
drink,verb,A1,VOC_drink_A1,drink
drinkable,adjective,B2,VOC_drinkable_B2,drinkable
drive,noun,A1,VOC_drive_A1,drive
drive,verb,A2,VOC_drive_A2,drive
driver,noun,A1,VOC_driver_A1,driver
drivers license,noun,A2,VOC_driverslicensedrivin_A2,driver's license/driving licence
droop,noun,B2,VOC_droop_B2,droop
drop,noun,A2,VOC_drop_A2,drop
drop,verb,A1,VOC_drop_A1,drop
dropout,noun,B2,VOC_dropout_B2,dropout
drought,noun,B2,VOC_drought_B2,drought
drown,verb,B1,VOC_drown_B1,drown
drug,noun,A2,VOC_drug_A2,drug
drugstore,noun,A2,VOC_drugstore_A2,drugstore
drum,noun,A1,VOC_drum_A1,drum
drunk,adjective,B1,VOC_drunk_B1,drunk
dry,adjective,A1,VOC_dry_A1,dry
dry,verb,A2,VOC_dry_A2,dry
duck,noun,A2,VOC_duck_A2,duck
dude,noun,B1,VOC_dude_B1,dude
due,adjective,A1,VOC_due_A1,due
duel,noun,B2,VOC_duel_B2,duel
dull,adjective,B1,VOC_dull_B1,dull
dumb,adjective,B2,VOC_dumb_B2,dumb
dump,noun,B1,VOC_dump_B1,dump
dump,verb,B1,VOC_dump_B1,dump
duplicate,noun,B2,VOC_duplicate_B2,duplicate
duplication,noun,B2,VOC_duplication_B2,duplication
during,preposition,A2,VOC_during_A2,during
dust,noun,A2,VOC_dust_A2,dust
dustbin,noun,B1,VOC_dustbin_B1,dustbin
dusty,adjective,B1,VOC_dusty_B1,dusty
duty,noun,B1,VOC_duty_B1,duty
dutyfree,adjective,B1,VOC_dutyfree_B1,duty-free
duvet,noun,B1,VOC_duvet_B1,duvet
dvd,noun,A1,VOC_DVD_A1,DVD
dwarf,noun,B2,VOC_dwarf_B2,dwarf
dye,noun,B2,VOC_dye_B2,dye
dynamic,adjective,B2,VOC_dynamic_B2,dynamic
dynasty,noun,B1,VOC_dynasty_B1,dynasty
each,determiner,A1,VOC_each_A1,each
each,pronoun,A1,VOC_each_A1,each
each other,pronoun,A1,VOC_eachother_A1,each other
eager,adjective,B1,VOC_eager_B1,eager
eagerly,adverb,B2,VOC_eagerly_B2,eagerly
eagerness,noun,B1,VOC_eagerness_B1,eagerness
eagle,noun,B2,VOC_eagle_B2,eagle
ear,noun,A1,VOC_ear_A1,ear
earache,noun,B1,VOC_earache_B1,earache
early,adjective,A2,VOC_early_A2,early
early,adverb,A1,VOC_early_A1,early
earn,verb,A2,VOC_earn_A2,earn
earnest,adjective,B1,VOC_earnest_B1,earnest
earnings,noun,B2,VOC_earnings_B2,earnings
earring,noun,A2,VOC_earring_A2,earring
earth,noun,A2,VOC_earth_A2,earth
earthquake,noun,A2,VOC_earthquake_A2,earthquake
ease,noun,B2,VOC_ease_B2,ease
ease,verb,B2,VOC_ease_B2,ease
easily,adverb,A2,VOC_easily_A2,easily
east,adjective,A2,VOC_east_A2,east
east,adverb,A2,VOC_east_A2,east
east,noun,A2,VOC_east_A2,east
eastern,adjective,B1,VOC_eastern_B1,eastern
eastward,adverb,B2,VOC_eastward_B2,eastward
easy,adjective,A1,VOC_easy_A1,easy
easygoing,adjective,B1,VOC_easygoingeasygoing_B1,easygoing/easy-going
eat,verb,A1,VOC_eat_A1,eat
eco,noun,B1,VOC_eco_B1,eco
ecological,adjective,B1,VOC_ecological_B1,ecological
ecologically,adverb,B2,VOC_ecologically_B2,ecologically
ecologist,noun,B2,VOC_ecologist_B2,ecologist
ecology,noun,B1,VOC_ecology_B1,ecology
economic,adjective,B1,VOC_economic_B1,economic
economical,adjective,B2,VOC_economical_B2,economical
economics,noun,B1,VOC_economics_B1,economics
economist,noun,B2,VOC_economist_B2,economist
economy,noun,B1,VOC_economy_B1,economy
ecosystem,noun,B1,VOC_ecosystem_B1,ecosystem
ecstasy,noun,B1,VOC_ecstasy_B1,ecstasy
ecstatic,adjective,B2,VOC_ecstatic_B2,ecstatic
edge,noun,B1,VOC_edge_B1,edge
edit,noun,B2,VOC_edit_B2,edit
edit,verb,B2,VOC_edit_B2,edit
edition,noun,B1,VOC_edition_B1,edition
editor,noun,A2,VOC_editor_A2,editor
editorial,noun,B2,VOC_editorial_B2,editorial
educate,verb,B1,VOC_educate_B1,educate
educated,adjective,B2,VOC_educated_B2,educated
education,noun,A2,VOC_education_A2,education
educational,adjective,A2,VOC_educational_A2,educational
educator,noun,B2,VOC_educator_B2,educator
effect,noun,A2,VOC_effect_A2,effect
effective,adjective,B1,VOC_effective_B1,effective
effectively,adverb,B2,VOC_effectively_B2,effectively
effectiveness,noun,B2,VOC_effectiveness_B2,effectiveness
efficiency,noun,B1,VOC_efficiency_B1,efficiency
efficient,adjective,B1,VOC_efficient_B1,efficient
effort,noun,A2,VOC_effort_A2,effort
egg,noun,A1,VOC_egg_A1,egg
eight,number,A1,VOC_eight_A1,eight
eighteen,number,A1,VOC_eighteen_A1,eighteen
eighty,number,A1,VOC_eighty_A1,eighty
either,adverb,A1,VOC_either_A1,either
either,conjunction,A2,VOC_either_A2,either
either,determiner,B1,VOC_either_B1,either
either,pronoun,B1,VOC_either_B1,either
elbow,noun,B1,VOC_elbow_B1,elbow
elderly,adjective,A2,VOC_elderly_A2,elderly
elect,verb,B2,VOC_elect_B2,elect
election,noun,B1,VOC_election_B1,election
elective,adjective,B2,VOC_elective_B2,elective
electric,adjective,A2,VOC_electric_A2,electric
electrical,adjective,B1,VOC_electrical_B1,electrical
electrician,noun,B2,VOC_electrician_B2,electrician
electricity,noun,B1,VOC_electricity_B1,electricity
electron,noun,B1,VOC_electron_B1,electron
electronic,adjective,B1,VOC_electronic_B1,electronic
electronically,adverb,B2,VOC_electronically_B2,electronically
electronics,noun,B2,VOC_electronics_B2,electronics
elegance,noun,B2,VOC_elegance_B2,elegance
elegant,adjective,B2,VOC_elegant_B2,elegant
elegantly,adverb,B2,VOC_elegantly_B2,elegantly
element,noun,B1,VOC_element_B1,element
elemental,adjective,B2,VOC_elemental_B2,elemental
elementary,adjective,A1,VOC_elementary_A1,elementary
elephant,noun,A2,VOC_elephant_A2,elephant
elevator,noun,A2,VOC_elevator_A2,elevator
eleven,number,A1,VOC_eleven_A1,eleven
eligible,adjective,B2,VOC_eligible_B2,eligible
eliminate,verb,B1,VOC_eliminate_B1,eliminate
elite,noun,B2,VOC_elite_B2,elite
eloquence,noun,B2,VOC_eloquence_B2,eloquence
eloquent,adjective,B2,VOC_eloquent_B2,eloquent
else,adverb,A1,VOC_else_A1,else
elsewhere,adverb,A2,VOC_elsewhere_A2,elsewhere
email,verb,A2,VOC_email_A2,email
email,noun,A1,VOC_emailemailEmail_A1,email/e-mail/E-mail
embarrass,verb,B1,VOC_embarrass_B1,embarrass
embarrassed,adjective,B1,VOC_embarrassed_B1,embarrassed
embarrassing,adjective,A2,VOC_embarrassing_A2,embarrassing
embarrassment,noun,B1,VOC_embarrassment_B1,embarrassment
embassy,noun,B2,VOC_embassy_B2,embassy
embrace,noun,B2,VOC_embrace_B2,embrace
emerge,verb,B1,VOC_emerge_B1,emerge
emergence,noun,B2,VOC_emergence_B2,emergence
emergency,noun,A2,VOC_emergency_A2,emergency
emotion,noun,B1,VOC_emotion_B1,emotion
emotional,adjective,B1,VOC_emotional_B1,emotional
emotionally,adverb,B1,VOC_emotionally_B1,emotionally
emperor,noun,B1,VOC_emperor_B1,emperor
emphasis,noun,B1,VOC_emphasis_B1,emphasis
emphasize,verb,B1,VOC_emphasizeemphasize_B1,emphasize/emphasize
emphatically,adverb,B2,VOC_emphatically_B2,emphatically
empire,noun,B1,VOC_empire_B1,empire
employ,verb,B2,VOC_employ_B2,employ
employee,noun,B2,VOC_employee_B2,employee
employer,noun,B2,VOC_employer_B2,employer
employment,noun,B1,VOC_employment_B1,employment
empty,adjective,A2,VOC_empty_A2,empty
enable,verb,B1,VOC_enable_B1,enable
enclose,verb,B1,VOC_enclose_B1,enclose
encounter,noun,B1,VOC_encounter_B1,encounter
encounter,verb,B2,VOC_encounter_B2,encounter
encourage,verb,A2,VOC_encourage_A2,encourage
encouragement,noun,B1,VOC_encouragement_B1,encouragement
encouraging,adjective,B1,VOC_encouraging_B1,encouraging
encyclopedia,noun,B1,VOC_encyclopediaencyclop_B1,encyclopedia/encyclopaedia
end,noun,A1,VOC_end_A1,end
end,verb,A2,VOC_end_A2,end
endanger,verb,B1,VOC_endanger_B1,endanger
endangered,adjective,A2,VOC_endangered_A2,endangered
endeavor,noun,B2,VOC_endeavorendeavour_B2,endeavor/endeavour
ending,noun,A2,VOC_ending_A2,ending
endless,adjective,B1,VOC_endless_B1,endless
endlessly,adverb,B2,VOC_endlessly_B2,endlessly
endorse,verb,B2,VOC_endorse_B2,endorse
endurance,noun,B2,VOC_endurance_B2,endurance
endure,verb,B1,VOC_endure_B1,endure
enduring,adjective,B2,VOC_enduring_B2,enduring
enemy,noun,B1,VOC_enemy_B1,enemy
energetic,adjective,A2,VOC_energetic_A2,energetic
energy,noun,B2,VOC_energy_B2,energy
enforce,verb,B2,VOC_enforce_B2,enforce
engage,verb,B1,VOC_engage_B1,engage
engaged,adjective,B1,VOC_engaged_B1,engaged
engagement,noun,B2,VOC_engagement_B2,engagement
engine,noun,B1,VOC_engine_B1,engine
engineer,noun,A1,VOC_engineer_A1,engineer
engineering,noun,B1,VOC_engineering_B1,engineering
englishman,noun,B1,VOC_Englishman_B1,Englishman
engulf,verb,B2,VOC_engulf_B2,engulf
enhance,verb,B2,VOC_enhance_B2,enhance
enjoy,verb,A1,VOC_enjoy_A1,enjoy
enjoyable,adjective,B1,VOC_enjoyable_B1,enjoyable
enjoyment,noun,B1,VOC_enjoyment_B1,enjoyment
enormous,adjective,A2,VOC_enormous_A2,enormous
enough,adverb,A2,VOC_enough_A2,enough
enough,determiner,A2,VOC_enough_A2,enough
enough,pronoun,A2,VOC_enough_A2,enough
enrich,verb,B1,VOC_enrich_B1,enrich
enroll,verb,B2,VOC_enrollenrol_B2,enroll/enrol
ensure,verb,B1,VOC_ensure_B1,ensure
enter,verb,A2,VOC_enter_A2,enter
enterprise,noun,B2,VOC_enterprise_B2,enterprise
entertain,verb,B1,VOC_entertain_B1,entertain
entertainer,noun,B1,VOC_entertainer_B1,entertainer
entertaining,adjective,B2,VOC_entertaining_B2,entertaining
entertainment,noun,A2,VOC_entertainment_A2,entertainment
enthusiasm,noun,B1,VOC_enthusiasm_B1,enthusiasm
enthusiast,noun,B1,VOC_enthusiast_B1,enthusiast
enthusiastic,adjective,B1,VOC_enthusiastic_B1,enthusiastic
enthusiastically,adverb,B2,VOC_enthusiastically_B2,enthusiastically
entire,adjective,B1,VOC_entire_B1,entire
entirely,adverb,B1,VOC_entirely_B1,entirely
entitle,verb,B2,VOC_entitle_B2,entitle
entrance,noun,A2,VOC_entrance_A2,entrance
entrepreneur,noun,B2,VOC_entrepreneur_B2,entrepreneur
entry,noun,B1,VOC_entry_B1,entry
envelope,noun,A2,VOC_envelope_A2,envelope
environment,noun,B2,VOC_environment_B2,environment
environmental,adjective,B1,VOC_environmental_B1,environmental
environmentalist,noun,B1,VOC_environmentalist_B1,environmentalist
environmentally,adverb,B2,VOC_environmentally_B2,environmentally
environmentally friendly,adjective,B2,VOC_environmentallyfrien_B2,environmentally friendly
envy,noun,A2,VOC_envy_A2,envy
envy,verb,B2,VOC_envy_B2,envy
episode,noun,A2,VOC_episode_A2,episode
equal,adjective,B1,VOC_equal_B1,equal
equal,noun,B2,VOC_equal_B2,equal
equal,verb,B2,VOC_equal_B2,equal
equality,noun,B1,VOC_equality_B1,equality
equally,adverb,B1,VOC_equally_B1,equally
equation,noun,B2,VOC_equation_B2,equation
equip,verb,B2,VOC_equip_B2,equip
equipment,noun,B1,VOC_equipment_B1,equipment
equity,noun,B2,VOC_equity_B2,equity
era,noun,B1,VOC_era_B1,era
erect,adjective,B2,VOC_erect_B2,erect
error,noun,A2,VOC_error_A2,error
erupt,verb,B2,VOC_erupt_B2,erupt
eruption,noun,B2,VOC_eruption_B2,eruption
escalator,noun,A2,VOC_escalator_A2,escalator
escape,noun,A2,VOC_escape_A2,escape
escape,verb,B1,VOC_escape_B1,escape
especially,adverb,A2,VOC_especially_A2,especially
essay,noun,A2,VOC_essay_A2,essay
essayist,noun,B2,VOC_essayist_B2,essayist
essence,noun,B1,VOC_essence_B1,essence
essential,adjective,B1,VOC_essential_B1,essential
essentially,adverb,B2,VOC_essentially_B2,essentially
establish,verb,A2,VOC_establish_A2,establish
establishment,noun,B1,VOC_establishment_B1,establishment
estate,noun,B2,VOC_estate_B2,estate
estimate,noun,B2,VOC_estimate_B2,estimate
estimate,verb,B1,VOC_estimate_B1,estimate
estimated,adjective,B2,VOC_estimated_B2,estimated
eternal,adjective,B1,VOC_eternal_B1,eternal
eternally,adverb,B2,VOC_eternally_B2,eternally
eternity,noun,B1,VOC_eternity_B1,eternity
ethic,noun,B2,VOC_ethic_B2,ethic
ethnic,adjective,B2,VOC_ethnic_B2,ethnic
euro,noun,A2,VOC_euro_A2,euro
evacuate,verb,B2,VOC_evacuate_B2,evacuate
evacuation,noun,B2,VOC_evacuation_B2,evacuation
evaluate,verb,B2,VOC_evaluate_B2,evaluate
evaluation,noun,B2,VOC_evaluation_B2,evaluation
even,adjective,B1,VOC_even_B1,even
even,adverb,A2,VOC_even_A2,even
evening,noun,A1,VOC_evening_A1,evening
evenly,adverb,B1,VOC_evenly_B1,evenly
event,noun,A1,VOC_event_A1,event
eventually,adverb,B1,VOC_eventually_B1,eventually
ever,adverb,A2,VOC_ever_A2,ever
everlasting,adjective,B2,VOC_everlasting_B2,everlasting
every,determiner,A1,VOC_every_A1,every
everybody,pronoun,A1,VOC_everybody_A1,everybody
everyday,adjective,A1,VOC_everyday_A1,everyday
everyone,pronoun,A1,VOC_everyone_A1,everyone
everything,pronoun,A1,VOC_everything_A1,everything
everywhere,adverb,A1,VOC_everywhere_A1,everywhere
evidence,noun,A2,VOC_evidence_A2,evidence
evident,adjective,B1,VOC_evident_B1,evident
evidently,adverb,B2,VOC_evidently_B2,evidently
evil,adjective,B2,VOC_evil_B2,evil
evil,noun,B2,VOC_evil_B2,evil
